codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao
5023,45747,PTDRR,3992,AVIÃO,"BEECH AIRCRAFT",V35B,PISTÃO,1,1542,6,1971,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,LEVE,NULL,2016-07-30
5051,46282,PTEIR,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1976,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5052,34497,PTLUQ,3992,AVIÃO,"BEECH AIRCRAFT",P35,PISTÃO,1,1417,5,1963,BRASIL,TPP,PARTICULAR,SWRD,SSOG,"OUTRA FASE",PRIVADA,SUBSTANCIAL,5,2016-07-30
5066,29955,PTYCJ,2558,HELICÓPTERO,HELIBRAS,"AS 350 BA",TURBOEIXO,1,2100,6,1989,BRASIL,AIF,"ADMINISTRAÇÃO INDIRETA",****,****,POUSO,PRIVADA,DESTRUÍDA,NULL,2016-07-30
5104,31867,PTGEF,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-200A,PISTÃO,1,1550,1,1974,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,DESTRUÍDA,2,2016-07-30
5112,45729,PTVAN,3981,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2,2155,7,1985,BRASIL,TPX,"TÁXI AÉREO",SBCG,SSIW,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
5118,41177,PPGOB,193,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5118,53428,PPGOB,193,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,SWNV,SWNV,POUSO,INSTRUÇÃO,LEVE,NULL,2016-07-30
5118,48803,PPGOB,193,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,SWNV,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5118,39317,PPGOB,193,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1993,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5130,52992,PTSHY,3821,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2,5670,19,1987,BRASIL,TPX,"TÁXI AÉREO",SBSV,SBSV,TÁXI,"TÁXI AÉREO",LEVE,NULL,2016-07-30
5136,51006,PTGIH,5623,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,1976,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5317,27569,PTIAC,5193,AVIÃO,"CESSNA AIRCRAFT",310Q,PISTÃO,2,2404,6,1972,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",***,NULL,2016-07-30
5369,49156,PPFGQ,313,AVIÃO,"AERO BOERO",AB-115,PISTÃO,1,770,2,1988,BRASIL,PRI,INSTRUÇÃO,SBBI,SBBI,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5382,31866,PTGYY,5109,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1983,BRASIL,SAE,ESPECIALIZADA,****,****,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
5400,53436,PPGTG,204,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C,PISTÃO,1,660,2,1961,BRASIL,PRI,INSTRUÇÃO,SDIO,SDIO,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5488,53231,PTGIG,5972,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,1976,BRASIL,SAE-AG,AGRÍCOLA,****,****,MANOBRA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5489,33855,PTGZG,4942,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1983,BRASIL,SAE-AG,AGRÍCOLA,****,****,TÁXI,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5508,52975,PTGOJ,5703,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,1976,BRASIL,SAE-AG,AGRÍCOLA,****,****,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5522,52939,PTGQP,5685,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1977,BRASIL,SAE-AG,AGRÍCOLA,****,SSIQ,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5532,38915,PTESN,624,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1978,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
5532,28073,PTESN,624,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1978,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",LEVE,NULL,2016-07-30
5555,44881,PPHPB,251,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,660,2,1963,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5566,27260,PTLEO,4889,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720C,PISTÃO,1,1542,7,1980,BRASIL,TPX,"TÁXI AÉREO",****,****,SUBIDA,"TÁXI AÉREO",DESTRUÍDA,NULL,2016-07-30
5570,45596,PTNKS,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1977,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,DESTRUÍDA,3,2016-07-30
5660,44813,PTEGG,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,6,1976,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5663,46434,PTDOX,112,AVIÃO,"PIPER AIRCRAFT",PA-25-260,PISTÃO,1,1315,1,1970,BRASIL,SAE-AG,AGRÍCOLA,****,****,"NAVEGAÇÃO A BAIXA ALTURA",AGRÍCOLA,DESTRUÍDA,1,2016-07-30
5690,49796,PTKHB,3992,AVIÃO,"CESSNA AIRCRAFT",T210L,PISTÃO,1,1724,6,1974,BRASIL,TPP,PARTICULAR,SBAT,SJWQ,DESCIDA,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5730,38816,PTEVH,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,7,1979,BRASIL,TPP,PARTICULAR,SBTF,SWFN,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5730,39707,PTEVH,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,7,1979,BRASIL,TPP,PARTICULAR,SBEG,SWLB,CRUZEIRO,PRIVADA,LEVE,NULL,2016-07-30
5781,31859,PTREB,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720C,PISTÃO,1,1542,7,1980,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5786,51053,PTGTB,1566,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1979,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5803,28455,PTGSD,4285,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1977,BRASIL,SAE-AG,AGRÍCOLA,****,****,"OUTRA FASE",AGRÍCOLA,DESTRUÍDA,1,2016-07-30
5807,45088,PTCTL,3992,AVIÃO,"BEECH AIRCRAFT",V35,PISTÃO,1,1542,6,1967,BRASIL,TPP,PARTICULAR,SBPP,SDAM,DESCIDA,PRIVADA,DESTRUÍDA,4,2016-07-30
5823,35175,PTRDE,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720C,PISTÃO,1,1542,7,1981,BRASIL,TPP,PARTICULAR,SDRR,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5824,53498,PTGRT,6061,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1977,BRASIL,SAE-AG,AGRÍCOLA,****,****,"ARREMETIDA NO SOLO",AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5853,37459,PTDPD,4960,AVIÃO,"PIPER AIRCRAFT",PA-32-300,PISTÃO,1,1542,6,1971,BRASIL,TPX,"TÁXI AÉREO",****,****,DECOLAGEM,"TÁXI AÉREO",NENHUM,NULL,2016-07-30
5904,48653,PTGQK,4942,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1977,BRASIL,SAE,ESPECIALIZADA,****,****,POUSO,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
5907,53224,PPHRH,172,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,587,2,1964,BRASIL,PRI,INSTRUÇÃO,SDCD,SDCD,"CIRCUITO DE TRÁFEGO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5924,53629,PTIEB,3992,AVIÃO,"PIPER AIRCRAFT",PA-24-260,PISTÃO,1,1452,6,1972,BRASIL,TPP,PARTICULAR,SSPN,SDPN,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5942,45222,PPRTO,1047,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,NENHUM,NULL,2016-07-30
5942,40271,PPRTO,1047,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,LEVE,NULL,2016-07-30
5944,34095,PPHMS,204,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,660,2,1962,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
5962,53626,PTBMU,3992,AVIÃO,"CESSNA AIRCRAFT",180D,PISTÃO,1,1202,4,1961,BRASIL,TPP,PARTICULAR,SDAI,SDAI,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5984,39315,PTHLE,3175,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1,1950,6,1981,BRASIL,TPX,"TÁXI AÉREO",****,SWLB,CRUZEIRO,"TÁXI AÉREO",***,2,2016-07-30
5986,46499,PTRLJ,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1981,BRASIL,TPP,PARTICULAR,SNYB,SNCV,DESCIDA,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
5991,46026,PTICD,3992,AVIÃO,MITSUBISHI,MU-2B-20,TURBOÉLICE,2,4500,7,1972,BRASIL,TPP,PARTICULAR,SBBR,SIQE,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6018,53566,PTEDJ,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,7,1976,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6030,51537,PTJJY,3992,AVIÃO,"CESSNA AIRCRAFT",310Q,PISTÃO,2,2404,6,1974,BRASIL,TPP,PARTICULAR,****,****,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6046,26521,PTIZG,3992,AVIÃO,"CESSNA AIRCRAFT",182P,PISTÃO,1,1338,4,1973,BRASIL,TPP,PARTICULAR,SBBV,SWPD,INDETERMINADA,PRIVADA,***,1,2016-07-30
6057,37536,PTEXC,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720C,PISTÃO,1,1542,7,1979,BRASIL,TPP,PARTICULAR,SBMQ,SILJ,"CIRCUITO DE TRÁFEGO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6063,38819,PTGYJ,121,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1982,BRASIL,SAE,ESPECIALIZADA,****,****,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
6072,32076,PTGOT,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,1976,BRASIL,SAE-AG,AGRÍCOLA,SSCE,****,"NAVEGAÇÃO A BAIXA ALTURA",AGRÍCOLA,DESTRUÍDA,1,2016-07-30
6073,49157,PPGUR,182,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C,PISTÃO,1,660,2,1960,BRASIL,PRI,INSTRUÇÃO,SSER,SSER,TÁXI,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6130,42388,PTBEQ,121,AVIÃO,"CESSNA AIRCRAFT",170A,PISTÃO,1,998,4,1952,BRASIL,PRI,INSTRUÇÃO,SSKS,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6133,51716,PTDVF,3992,AVIÃO,"CESSNA AIRCRAFT",U206E,PISTÃO,1,1633,6,1971,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6154,53501,PTNKU,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711C,PISTÃO,1,1202,4,1977,BRASIL,TPP,PARTICULAR,SNCT,SNPA,CRUZEIRO,PRIVADA,DESTRUÍDA,2,2016-07-30
6176,40150,PTJXO,2382,AVIÃO,"BEECH AIRCRAFT",A36,PISTÃO,1,1632,6,1974,BRASIL,ADE,"ADMINISTRAÇÃO DIRETA",****,****,POUSO,POLICIAL,LEVE,NULL,2016-07-30
6190,53462,PTAPY,3992,AVIÃO,"CESSNA AIRCRAFT",170B,PISTÃO,1,998,4,1956,BRASIL,TPP,PARTICULAR,SSCO,SBPK,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6192,49473,PTGSQ,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1978,BRASIL,TPP,PARTICULAR,SWNV,SNZR,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6214,40264,PTESS,2799,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1978,BRASIL,TPX,"TÁXI AÉREO",SJCY,SWOZ,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
6218,47422,PPGJI,161,AVIÃO,"PIPER AIRCRAFT",PA-18,PISTÃO,1,680,2,1950,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6244,46586,PTGGB,2377,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,1975,BRASIL,SAE-AG,AGRÍCOLA,****,SWWU,POUSO,AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
6250,46445,PTELG,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1977,BRASIL,TPP,PARTICULAR,SDAM,SDCD,POUSO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6263,50805,PTGHZ,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201,PISTÃO,1,1800,1,1975,BRASIL,TPP,PARTICULAR,****,****,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,2016-07-30
6268,46432,PTNRK,4877,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711B,PISTÃO,1,1248,4,1979,BRASIL,TPX,"TÁXI AÉREO",****,****,SUBIDA,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
6277,45290,PPRRY,272,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,LEVE,NULL,2016-07-30
6277,41898,PPRRY,3992,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,TPP,PARTICULAR,****,****,POUSO,PRIVADA,NENHUM,NULL,2016-07-30
6277,46416,PPRRY,274,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1946,BRASIL,PRI,INSTRUÇÃO,SSSB,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6283,51437,PPZZZ,3992,AVIÃO,"FABRICACAO PROPRIA","RANS S-10-AVIAO",PISTÃO,1,0,0,0,BRASIL,PET,EXPERIMENTAL,****,****,MANOBRA,EXPERIMENTAL,NENHUM,NULL,2016-07-30
6300,45237,PTEEK,3924,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,7,1976,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",NENHUM,NULL,2016-07-30
6302,30656,PTHHT,2479,HELICÓPTERO,"BELL HELICOPTER",206B,TURBOEIXO,1,1451,5,1973,BRASIL,TPX,"TÁXI AÉREO",****,****,CRUZEIRO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
6329,41374,PTGUF,359,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1980,BRASIL,SAE-AG,AGRÍCOLA,****,****,"OUTRA FASE",AGRÍCOLA,DESTRUÍDA,1,2016-07-30
6337,37555,PTEGU,624,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1976,BRASIL,TPX,"TÁXI AÉREO",SBEG,SBIC,SUBIDA,"TÁXI AÉREO",LEVE,NULL,2016-07-30
6353,46781,PTGSB,4942,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1977,BRASIL,SAE-AG,AGRÍCOLA,SSUA,****,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,2016-07-30
6370,51653,PTPJX,2361,PLANADOR,"INDÚSTRIA PARANAENSE DE ESTRUTURAS",KW1,"SEM TRAÇÃO",0,280,1,1983,BRASIL,PRI,INSTRUÇÃO,SSAK,SSAK,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6374,44536,PTMGG,3992,AVIÃO,"CESSNA AIRCRAFT",U206B,PISTÃO,1,1633,6,1967,BRASIL,TPP,PARTICULAR,****,SSLR,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6474,29655,PTIRY,3992,AVIÃO,"CESSNA AIRCRAFT",180J,PISTÃO,1,1270,4,1973,BRASIL,TPP,PARTICULAR,SBCG,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6477,36076,PTEDP,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-721C,PISTÃO,1,1633,6,1976,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6506,49594,PTRZR,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-712,PISTÃO,1,1157,4,1985,BRASIL,TPP,PARTICULAR,SNPC,SWKQ,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6536,45831,PPHCP,222,AVIÃO,"CIA AERONAUTICA PAULISTA",CAP-4,PISTÃO,1,587,2,1947,BRASIL,PRI,INSTRUÇÃO,SBMG,****,"ARREMETIDA NO SOLO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6546,31863,PTGUT,1344,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1978,BRASIL,SAE-AG,AGRÍCOLA,****,****,"NAVEGAÇÃO A BAIXA ALTURA",AGRÍCOLA,DESTRUÍDA,1,2016-07-30
6550,46594,PPKBO,249,AVIÃO,XAVANTE,A-122-B,PISTÃO,1,840,2,1978,BRASIL,PRI,INSTRUÇÃO,SBPC,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6559,50318,PTHLU,1814,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1,1950,6,1982,BRASIL,PRI,INSTRUÇÃO,****,****,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6579,46756,PPGSV,165,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C,PISTÃO,1,660,2,1960,BRASIL,PRI,INSTRUÇÃO,SDAM,****,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6588,46747,PTGRR,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1971,BRASIL,TPP,PARTICULAR,****,****,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,NULL,2016-07-30
6619,40107,PTEOS,391,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720C,PISTÃO,1,1542,7,1977,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",LEVE,NULL,2016-07-30
6640,28096,PPHMM,155,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,660,2,1962,BRASIL,PIN,INSTRUÇÃO,****,****,"CORRIDA APÓS POUSO",INSTRUÇÃO,LEVE,NULL,2016-07-30
6691,42365,PTNTR,3992,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-710C,PISTÃO,1,1361,4,0,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,DESTRUÍDA,NULL,2016-07-30
6755,46038,PPGJA,153,AVIÃO,"PIPER AIRCRAFT",PA-18,PISTÃO,1,680,2,1982,BRASIL,PRI,INSTRUÇÃO,SBBU,SBBU,"CORRIDA APÓS POUSO",INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6794,44996,PTNCO,2440,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711,PISTÃO,1,1202,4,1976,BRASIL,TPX,"TÁXI AÉREO",****,****,POUSO,"TÁXI AÉREO",LEVE,NULL,2016-07-30
6794,25820,PTNCO,4062,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-711,PISTÃO,1,1202,4,1976,BRASIL,TPX,"TÁXI AÉREO",****,****,INDETERMINADA,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
6813,44543,PTGTZ,4942,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1979,BRASIL,SAE-AG,AGRÍCOLA,****,****,"OUTRA FASE",AGRÍCOLA,SUBSTANCIAL,NULL,2016-07-30
6831,45822,PTVCE,4368,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,7,1986,BRASIL,TPX,"TÁXI AÉREO",SBPV,SJJF,SUBIDA,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
6873,50810,PTFED,4857,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-720D,PISTÃO,1,1633,7,1986,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
6881,33223,PTCHR,3992,AVIÃO,"PIPER AIRCRAFT",PA-24-260,PISTÃO,1,1315,6,1967,BRASIL,TPP,PARTICULAR,SWKC,SWLV,"CIRCUITO DE TRÁFEGO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6891,44577,PTRGG,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2,2073,6,1981,BRASIL,TPP,PARTICULAR,SBGO,SWPZ,"CORRIDA APÓS POUSO",PRIVADA,SUBSTANCIAL,NULL,2016-07-30
6919,36138,PTJDN,132,AVIÃO,"CESSNA AIRCRAFT",U206F,PISTÃO,1,1633,6,1973,BRASIL,TPX,"TÁXI AÉREO",****,****,"CORRIDA APÓS POUSO","TÁXI AÉREO",LEVE,NULL,2016-07-30
6961,45025,PTLBT,1931,AVIÃO,"CESSNA AIRCRAFT",A150K,PISTÃO,1,726,2,1970,BRASIL,PRI,INSTRUÇÃO,SWNS,SWNS,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
6990,45393,PTDHU,212,AVIÃO,"PIPER AIRCRAFT",PA-30,PISTÃO,2,1633,4,1967,BRASIL,PRI,INSTRUÇÃO,SBJF,SBRJ,POUSO,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
7007,45901,PTISU,4787,AVIÃO,"PIPER AIRCRAFT",PA-28R-200,PISTÃO,1,1179,4,1973,BRASIL,TPX,"TÁXI AÉREO",SISO,SBJC,POUSO,"TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
7029,40357,PPHLX,242,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",56-C-1,PISTÃO,1,660,2,1962,BRASIL,PIN,INSTRUÇÃO,SDPY,SDPY,"CORRIDA APÓS POUSO",INSTRUÇÃO,LEVE,NULL,2016-07-30
7037,40149,PPGYK,161,AVIÃO,XAVANTE,A-122-B,PISTÃO,1,840,2,1974,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,DESTRUÍDA,NULL,2016-07-30
7055,27180,PTJSI,3889,AVIÃO,"CESSNA AIRCRAFT",210L,PISTÃO,1,1724,6,1974,BRASIL,TPX,"TÁXI AÉREO",****,****,"APROXIMAÇÃO FINAL","TÁXI AÉREO",SUBSTANCIAL,NULL,2016-07-30
7088,45899,PPRSI,260,AVIÃO,"PIPER AIRCRAFT",J3C-65,PISTÃO,1,553,2,1945,BRASIL,PRI,INSTRUÇÃO,****,****,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,NULL,2016-07-30
7121,43722,PTUAS,425,AVIÃO,"NEIVA INDUSTRIA AERONAUTICA",EMB-201A,PISTÃO,1,1800,1,1985,BRASIL,SAE,ESPECIALIZADA,****,****,DECOLAGEM,ESPECIALIZADA,SUBSTANCIAL,NULL,2016-07-30
7148,45391,PTLUP,3992,AVIÃO,"CESSNA AIRCRAFT",P210N,PISTÃO,1,1812,6,1982,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,PRIVADA,SUBSTANCIAL,NULL,2016-07-30
